probe	gene
222441_x_at	SLMO2
205374_at	SLN
203021_at	SLPI
217828_at	SLTM
227990_at	SLU7
214536_at	SLURP1
232147_at	SLX4
236390_at	SLX4IP
214850_at	SMA4
210993_s_at	SMAD1
244446_at	SMAD1-AS2
226563_at	SMAD2
218284_at	SMAD3
235725_at	SMAD4
225223_at	SMAD5
220263_at	SMAD5-AS1
207069_s_at	SMAD6
204790_at	SMAD7
227719_at	SMAD9
209679_s_at	SMAGP
218137_s_at	SMAP1
225282_at	SMAP2
203875_at	SMARCA1
206542_s_at	SMARCA2
208793_x_at	SMARCA4
213859_x_at	SMARCA5
223197_s_at	SMARCAD1
218452_at	SMARCAL1
212167_s_at	SMARCB1
201073_s_at	SMARCC1
1561973_at	SMARCC2
203183_s_at	SMARCD1
201827_at	SMARCD2
204099_at	SMARCD3
236016_at	SMARCE1
1555677_s_at	SMC1A
1553249_at	SMC1B
204240_s_at	SMC2
1556925_at	SMC3
201663_s_at	SMC4
212926_at	SMC5
1557693_at	SMC5-AS1
218781_at	SMC6
241621_at	SMCHD1
237484_at	SMCO3
219806_s_at	SMCO4
206406_at	SMCP
1553020_at	SMCR5
238434_at	SMCR8
225794_s_at	SMDT1
223160_s_at	SMEK1
224474_x_at	SMEK2
1562054_at	SMEK3P
237464_at	SMG1
212147_at	SMG5
214940_s_at	SMG6
242575_at	SMG7
222384_at	SMG7-AS1
218514_at	SMG8
223188_at	SMG9
230840_at	SMIM1
227976_at	SMIM10
228239_at	SMIM11
225404_at	SMIM12
1564651_at	SMIM13
224990_at	SMIM14
224740_at	SMIM15
1557430_at	SMIM17
225534_at	SMIM19
238113_at	SMIM2
225014_at	SMIM20
1564400_at	SMIM21
229599_at	SMIM22
231982_at	SMIM24
223276_at	SMIM3
229826_at	SMIM4
229740_at	SMIM5
236098_at	SMIM6
221988_at	SMIM7
236178_at	SMIM8
235736_at	SMKR1
230716_at	SMLR1
200071_at	SMNDC1
218629_at	SMO
222783_s_at	SMOC1
223235_s_at	SMOC2
210357_s_at	SMOX
209420_s_at	SMPD1
205622_at	SMPD2
219695_at	SMPD3
213624_at	SMPDL3A
205309_at	SMPDL3B
219772_s_at	SMPX
214566_at	SMR3A
207441_at	SMR3B
202043_s_at	SMS
207390_s_at	SMTN
230367_at	SMTNL1
229730_at	SMTNL2
233946_at	SMU1
234708_at	SMUG1
215458_s_at	SMURF1
205596_s_at	SMURF2
228406_at	SMYD1
212922_s_at	SMYD2
218788_s_at	SMYD3
229175_at	SMYD4
209516_at	SMYD5
219480_at	SNAI1
213139_at	SNAI2
1560228_at	SNAI3
1556154_a_at	SNAI3-AS1
209130_at	SNAP23
202508_s_at	SNAP25
239084_at	SNAP29
204953_at	SNAP91
205443_at	SNAPC1
204104_at	SNAPC2
204001_at	SNAPC3
205658_s_at	SNAPC4
214592_s_at	SNAPC5
223066_at	SNAPIN
211546_x_at	SNCA
237834_at	SNCAIP
207853_s_at	SNCB
209877_at	SNCG
201622_at	SND1
210109_at	SND1-IT1
1559421_at	SNED1
218391_at	SNF8
238691_at	SNHG10
65588_at	SNHG17
227655_at	SNHG18
228049_x_at	SNHG19
1564911_at	SNHG4
235837_at	SNIP1
218032_at	SNN
236130_at	SNORA37
1558619_at	SNORA43
1566402_at	SNORA68
1565859_at	SNORA71A
1568248_x_at	SNORA71B
1567682_x_at	SNORA74A
1558954_at	SNORA78
232355_at	SNORD114-3
1566339_at	SNORD8
235536_at	SNORD89
205104_at	SNPH
207474_at	SNRK
237942_at	SNRK-AS1
232931_at	SNRNP200
218493_at	SNRNP25
212438_at	SNRNP27
205300_s_at	SNRNP35
215905_s_at	SNRNP40
1553274_a_at	SNRNP48
201221_s_at	SNRNP70
201770_at	SNRPA
216977_x_at	SNRPA1
213175_s_at	SNRPB
202505_at	SNRPB2
201342_at	SNRPC
202691_at	SNRPD1
200826_at	SNRPD2
202567_at	SNRPD3
203316_s_at	SNRPE
203832_at	SNRPF
205644_s_at	SNRPG
240204_at	SNRPN
203516_at	SNTA1
214708_at	SNTB1
205315_s_at	SNTB2
234919_s_at	SNTG1
220487_at	SNTG2
239150_at	SNTN
207438_s_at	SNUPN
201575_at	SNW1
201716_at	SNX1
218404_at	SNX10
53912_at	SNX11
224684_at	SNX12
227031_at	SNX13
230759_at	SNX14
205482_x_at	SNX15
229618_at	SNX16
200991_s_at	SNX17
226683_at	SNX18
1554986_a_at	SNX19
202114_at	SNX2
229045_at	SNX20
1553961_s_at	SNX21
1569481_s_at	SNX22
222716_s_at	SNX24
232425_at	SNX25
221498_at	SNX27
225608_at	SNX29
214712_at	SNX29P2
213545_x_at	SNX3
226249_at	SNX30
241987_x_at	SNX31
1554181_at	SNX32
229898_at	SNX33
205329_s_at	SNX4
229980_s_at	SNX5
222410_s_at	SNX6
205573_s_at	SNX7
223241_at	SNX8
223028_s_at	SNX9
244661_at	SOAT1
210677_at	SOAT2
218974_at	SOBP
210001_s_at	SOCS1
203373_at	SOCS2
1559315_s_at	SOCS2-AS1
227697_at	SOCS3
1552792_at	SOCS4
209647_s_at	SOCS5
214462_at	SOCS6
214015_at	SOCS7
200642_at	SOD1
1566342_at	SOD2
205236_x_at	SOD3
241362_at	SOGA1
1561403_at	SOHLH1
1555401_at	SOHLH2
201085_s_at	SON
222513_s_at	SORBS1
204288_s_at	SORBS2
207788_s_at	SORBS3
1556891_at	SORCS1
228720_at	SORCS2
215522_at	SORCS3
237425_at	SORCS3-AS1
201562_s_at	SORD
203509_at	SORL1
224818_at	SORT1
227426_at	SOS1
212870_at	SOS2
223869_at	SOST
213456_at	SOSTDC1
230238_at	SOWAHA
227034_at	SOWAHC
208533_at	SOX1
209842_at	SOX10
204915_s_at	SOX11
228358_at	SOX12
38918_at	SOX13
208574_at	SOX14
206122_at	SOX15
219993_at	SOX17
219568_x_at	SOX18
228038_at	SOX2
231898_x_at	SOX2-OT
208468_at	SOX21
237885_at	SOX21-AS1
214633_at	SOX3
207678_s_at	SOX30
201416_at	SOX4
207336_at	SOX5
227497_at	SOX6
224013_s_at	SOX7
226913_s_at	SOX8
202936_s_at	SOX9
230419_at	SOX9-AS1
224760_at	SP1
210218_s_at	SP100
209762_x_at	SP110
207777_s_at	SP140
214791_at	SP140L
204367_at	SP2
227537_s_at	SP3
216403_at	SP3P
236265_at	SP4
235845_at	SP5
228975_at	SP6
1552340_at	SP7
237449_at	SP8
205406_s_at	SPA17
220982_s_at	SPACA1
243621_at	SPACA3
231054_at	SPACA4
227992_s_at	SPACA6P
231405_at	SPACA7
210117_at	SPAG1
210884_s_at	SPAG11A
207271_x_at	SPAG11B
1560174_at	SPAG16
1557593_at	SPAG17
219888_at	SPAG4
203145_at	SPAG5
231542_at	SPAG5-AS1
210032_s_at	SPAG6
200053_at	SPAG7
206816_s_at	SPAG8
225339_at	SPAG9
216989_at	SPAM1
1564491_at	SPANXA2-OT1
200665_s_at	SPARC
200795_at	SPARCL1
209748_at	SPAST
221057_at	SPATA1
237807_at	SPATA12
1557470_at	SPATA13
223876_at	SPATA16
230763_at	SPATA17
229331_at	SPATA18
1559138_a_at	SPATA19
204434_at	SPATA2
218164_at	SPATA20
1570242_x_at	SPATA21
1558667_at	SPATA22
238027_at	SPATA24
1553752_at	SPATA25
214965_at	SPATA2L
240340_at	SPATA3
240590_at	SPATA3-AS1
215320_at	SPATA31C2
1563868_a_at	SPATA31E1
1553804_a_at	SPATA32
230811_at	SPATA33
231178_at	SPATA4
1559298_a_at	SPATA41
231586_at	SPATA42
1559390_a_at	SPATA45
241546_at	SPATA5
222163_s_at	SPATA5L1
242086_at	SPATA6
237363_at	SPATA6L
234929_s_at	SPATA7
231006_at	SPATA8
223840_s_at	SPATA9
241512_at	SPATC1
223360_at	SPATC1L
222594_s_at	SPATS2
215617_at	SPATS2L
235572_at	SPC24
209891_at	SPC25
217927_at	SPCS1
201240_s_at	SPCS2
222753_s_at	SPCS3
214404_x_at	SPDEF
221685_s_at	SPDL1
238262_at	SPDYA
217610_at	SPDYE2
244461_at	SPECC1
212480_at	SPECC1L
216119_s_at	SPEF1
1552716_at	SPEF2
205265_s_at	SPEG
240878_at	SPEM1
201996_s_at	SPEN
1553847_a_at	SPERT
203513_at	SPG11
236600_at	SPG20
232605_s_at	SPG20OS
215383_x_at	SPG21
202104_s_at	SPG7
219257_s_at	SPHK1
40273_at	SPHK2
228509_at	SPHKAP
205312_at	SPI1
205861_at	SPIB
1553851_at	SPIC
215094_at	SPICE1
236284_at	SPIDR
222431_at	SPIN1
207841_at	SPIN2A
1555883_s_at	SPIN3
228654_at	SPIN4
206239_s_at	SPINK1
233340_at	SPINK13
206310_at	SPINK2
207214_at	SPINK4
205185_at	SPINK5
1553973_a_at	SPINK6
223720_at	SPINK7
202826_at	SPINT1
210715_s_at	SPINT2
215503_at	SPINT3
224995_at	SPIRE1
1569723_a_at	SPIRE2
1568964_x_at	SPN
223173_at	SPNS1
225671_at	SPNS2
235900_at	SPNS3
222259_s_at	SPO11
235417_at	SPOCD1
202363_at	SPOCK1
202523_s_at	SPOCK2
235342_at	SPOCK3
224488_s_at	SPON1
204640_s_at	SPOP
225658_at	SPOPL
1568574_x_at	SPP1
214478_at	SPP2
226353_at	SPPL2A
225249_at	SPPL2B
231253_at	SPPL2C
224639_at	SPPL3
203458_at	SPR
244439_at	SPRED1
212458_at	SPRED2
230046_at	SPRED3
238331_at	SPRN
235715_at	SPRNP1
213796_at	SPRR1A
205064_at	SPRR1B
220664_at	SPRR2C
236119_s_at	SPRR2G
232082_x_at	SPRR3
1552620_at	SPRR4
223511_at	SPRTN
212558_at	SPRY1
204011_at	SPRY2
232157_at	SPRY3
221489_s_at	SPRY4
1566968_at	SPRY4-IT1
225134_at	SPRYD3
225616_at	SPRYD4
230151_at	SPRYD7
226075_at	SPSB1
223580_at	SPSB2
221769_at	SPSB3
229929_at	SPSB4
206937_at	SPTA1
215235_at	SPTAN1
214145_s_at	SPTB
226342_at	SPTBN1
205155_s_at	SPTBN2
224144_at	SPTBN4
220067_at	SPTBN5
202277_at	SPTLC1
203127_s_at	SPTLC2
220456_at	SPTLC3
213508_at	SPTSSA
238702_at	SPTSSB
235440_at	SPTY2D1
231404_at	SPTY2D1-AS1
224167_at	SPZ1
213577_at	SQLE
217995_at	SQRDL
201471_s_at	SQSTM1
224130_s_at	SRA1
219055_at	SRBD1
213324_at	SRC
215053_at	SRCAP
1554759_at	SRCIN1
236529_at	SRCRB4D
204675_at	SRD5A1
206938_at	SRD5A2
222750_s_at	SRD5A3
1568615_a_at	SRD5A3-AS1
202308_at	SREBF1
201247_at	SREBF2
235611_at	SREK1
217608_at	SREK1IP1
202401_s_at	SRF
241734_at	SRFBP1
1555876_at	SRGAP1
1556203_a_at	SRGAP2
228628_at	SRGAP2C
209794_at	SRGAP3
201858_s_at	SRGN
208921_s_at	SRI
235718_at	SRL
201516_at	SRM
234514_at	SRMS
200007_at	SRP14
205335_s_at	SRP19
203605_at	SRP54
224607_s_at	SRP68
208803_s_at	SRP72
201273_s_at	SRP9
202199_s_at	SRPK1
203182_s_at	SRPK2
206216_at	SRPK3
200917_s_at	SRPR
222532_at	SRPRB
204955_at	SRPX
216639_at	SRPX2
219205_at	SRR
213608_s_at	SRRD
201225_s_at	SRRM1
1554671_a_at	SRRM2
1562930_at	SRRM2-AS1
1558725_at	SRRM3
237828_at	SRRM4
1565849_a_at	SRRM5
201679_at	SRRT
211784_s_at	SRSF1
213742_at	SRSF11
1552381_at	SRSF12
208672_s_at	SRSF3
201696_at	SRSF4
203380_x_at	SRSF5
206108_s_at	SRSF6
214141_x_at	SRSF7
228760_at	SRSF8
225252_at	SRXN1
207893_at	SRY
216684_s_at	SS18
213140_s_at	SS18L1
218283_at	SS18L2
201138_s_at	SSB
202591_s_at	SSBP1
203787_at	SSBP2
222482_at	SSBP3
232469_x_at	SSBP3-AS1
229269_x_at	SSBP4
230228_at	SSC5D
229744_at	SSFA2
221752_at	SSH1
1554114_s_at	SSH2
51192_at	SSH3
1553329_at	SSMEM1
210378_s_at	SSNA1
204964_s_at	SSPN
234349_at	SSPO
200889_s_at	SSR1
200652_at	SSR2
222411_s_at	SSR3
201004_at	SSR4
223768_at	SSR4P1
200956_s_at	SSRP1
203114_at	SSSCA1
1557131_at	SSSCA1-AS1
213921_at	SST
208482_at	SSTR1
217455_s_at	SSTR2
214491_at	SSTR3
214556_at	SSTR4
214555_at	SSTR5
1557146_a_at	SSTR5-AS1
227244_s_at	SSU72
206741_at	SSUH2
206626_x_at	SSX1
203015_s_at	SSX2IP
211731_x_at	SSX3
208528_x_at	SSX5
208666_s_at	ST13
202005_at	ST14
1570307_s_at	ST18
217104_at	ST20
225033_at	ST3GAL1
229336_at	ST3GAL2
225905_s_at	ST3GAL3
203759_at	ST3GAL4
227925_at	ST3GAL4-AS1
203217_s_at	ST3GAL5
210942_s_at	ST3GAL6
202440_s_at	ST5
201998_at	ST6GAL1
1555123_at	ST6GAL2
227725_at	ST6GALNAC1
204542_at	ST6GALNAC2
235334_at	ST6GALNAC3
223285_s_at	ST6GALNAC4
230482_at	ST6GALNAC5
222571_at	ST6GALNAC6
1555912_at	ST7-AS1
1564790_at	ST7-AS2
1559208_at	ST7-OT4
233141_s_at	ST7L
210073_at	ST8SIA1
239537_at	ST8SIA2
230262_at	ST8SIA3
206925_at	ST8SIA4
206258_at	ST8SIA5
242350_s_at	ST8SIA6-AS1
204150_at	STAB1
237567_at	STAB2
205743_at	STAC
228888_at	STAC2
230852_at	STAC3
232588_at	STAG1
209023_s_at	STAG2
219753_at	STAG3
221191_at	STAG3L1
222801_s_at	STAG3L4
203544_s_at	STAM
215044_s_at	STAM2
227515_at	STAMBP
227606_s_at	STAMBPL1
1554343_a_at	STAP1
221610_s_at	STAP2
204548_at	STAR
223103_at	STARD10
213103_at	STARD13
233194_at	STARD13-AS
202991_at	STARD3
223065_s_at	STARD3NL
226390_at	STARD4
213820_s_at	STARD5
1553084_at	STARD6
200028_s_at	STARD7
235584_at	STARD7-AS1
206868_at	STARD8
227108_at	STARD9
200887_s_at	STAT1
225636_at	STAT2
208991_at	STAT3
206118_at	STAT4
203010_at	STAT5A
205026_at	STAT5B
201331_s_at	STAT6
206835_at	STATH
208948_s_at	STAU1
227179_at	STAU2
1561391_at	STAU2-AS1
1557575_at	STBD1
204597_x_at	STC1
203438_at	STC2
205542_at	STEAP1
217553_at	STEAP1B
225871_at	STEAP2
1554830_a_at	STEAP3
225987_at	STEAP4
230587_at	STGC3
1555752_at	STH
205339_at	STIL
202764_at	STIM1
234140_s_at	STIM2
212009_s_at	STIP1
40420_at	STK10
231017_at	STK11
225713_at	STK11IP
209622_at	STK16
202693_s_at	STK17A
205214_at	STK17B
204090_at	STK19
208855_s_at	STK24
201314_at	STK25
204068_at	STK3
223883_s_at	STK31
239353_at	STK32A
219686_at	STK32B
230934_at	STK32C
228035_at	STK33
1553673_at	STK35
226166_x_at	STK36
202951_at	STK38
212572_at	STK38L
202786_at	STK39
205411_at	STK4
236695_at	STK4-AS1
223852_s_at	STK40
1563496_at	STL
200783_s_at	STMN1
203001_s_at	STMN2
222557_at	STMN3
221236_s_at	STMN4
201060_x_at	STOM
33736_at	STOML1
215416_s_at	STOML2
1553794_at	STOML3
213413_at	STON1
227461_at	STON2
229378_at	STOX1
234317_s_at	STOX2
233693_at	STPG1
1555096_at	STPG2
209478_at	STRA13
221701_s_at	STRA6
221554_at	STRADA
223266_at	STRADB
200870_at	STRAP
223245_at	STRBP
240048_at	STRC
225226_at	STRIP1
231880_at	STRIP2
242989_at	STRN
215505_s_at	STRN3
217903_at	STRN4
203768_s_at	STS
202223_at	STT3A
230627_at	STT3B
227625_s_at	STUB1
212625_at	STX10
210190_at	STX11
212111_at	STX12
221500_s_at	STX16
228091_at	STX17
218763_at	STX18
1569330_at	STX18-AS1
1555173_at	STX19
204729_s_at	STX1A
230691_at	STX1B
207346_at	STX2
235483_at	STX3
229395_at	STX4
203330_s_at	STX5
212799_at	STX6
212631_at	STX7
204690_at	STX8
202260_s_at	STXBP1
1570420_at	STXBP2
203310_at	STXBP3
244404_at	STXBP4
226794_at	STXBP5
1557890_at	STXBP5-AS1
215518_at	STXBP5L
220995_at	STXBP6
220030_at	STYK1
235180_at	STYX
230370_x_at	STYXL1
214512_s_at	SUB1
202930_s_at	SUCLA2
217874_at	SUCLG1
214835_s_at	SUCLG2
1557336_at	SUCLG2-AS1
223939_at	SUCNR1
203429_s_at	SUCO
224974_at	SUDS3
222749_at	SUFU
219655_at	SUGCT
215004_s_at	SUGP1
212001_at	SUGP2
223329_x_at	SUGT1
1555614_at	SUGT1P1
1554143_a_at	SUGT1P3
212344_at	SULF1
233555_s_at	SULF2
215299_x_at	SULT1A1
207122_x_at	SULT1A2
207601_at	SULT1B1
240200_at	SULT1C2
1553321_a_at	SULT1C4
219934_s_at	SULT1E1
206292_s_at	SULT2A1
205759_s_at	SULT2B1
219425_at	SULT4A1
226850_at	SUMF1
225002_s_at	SUMF2
208762_at	SUMO1
208738_x_at	SUMO2
200739_s_at	SUMO3
215452_x_at	SUMO4
230210_at	SUN1
212144_at	SUN2
231618_s_at	SUN3
233905_at	SUN5
204067_at	SUOX
217815_at	SUPT16H
220408_x_at	SUPT20H
211106_at	SUPT3H
201484_at	SUPT4H1
201480_s_at	SUPT5H
208830_s_at	SUPT6H
201837_s_at	SUPT7L
212894_at	SUPV3L1
204295_at	SURF1
205224_at	SURF2
222977_at	SURF4
225038_s_at	SURF6
226264_at	SUSD1
227480_at	SUSD2
227182_at	SUSD3
223822_at	SUSD4
214954_at	SUSD5
218619_s_at	SUV39H1
1554572_a_at	SUV39H2
222566_at	SUV420H1
1570058_at	SUV420H2
1566191_at	SUZ12
217704_x_at	SUZ12P1
203069_at	SV2A
205551_at	SV2B
216086_at	SV2C
236927_at	SVEP1
202565_s_at	SVIL
230285_at	SVIP
229818_at	SVOP
1554300_a_at	SVOPL
210369_at	SWAP70
226027_at	SWI5
227352_at	SWSAP1
223548_at	SWT1
225154_at	SYAP1
218692_at	SYBU
1554675_a_at	SYCE1
215301_at	SYCE1L
237304_at	SYCE2
239854_at	SYCE3
229995_at	SYCN
206740_x_at	SYCP1
237920_at	SYCP2
236337_at	SYCP2L
241861_at	SYCP3
212962_at	SYDE1
1560101_at	SYDE2
202553_s_at	SYF2
209269_s_at	SYK
1559587_at	SYMPK
221914_at	SYN1
1553037_a_at	SYN2
206322_at	SYN3
221276_s_at	SYNC
209024_s_at	SYNCRIP
219310_at	SYNDIG1
237053_at	SYNDIG1L
209447_at	SYNE1
202761_s_at	SYNE2
1553644_at	SYNE3
235515_at	SYNE4
230297_x_at	SYNGAP1
213854_at	SYNGR1
243103_at	SYNGR2
205691_at	SYNGR3
206719_at	SYNGR4
212990_at	SYNJ1
212828_at	SYNJ2
227274_at	SYNJ2BP
212730_at	SYNM
235914_at	SYNPO
225895_at	SYNPO2
219804_at	SYNPO2L
230303_at	SYNPR
240184_at	SYNPR-AS1
221937_at	SYNRG
213200_at	SYP
201260_s_at	SYPL1
230611_at	SYPL2
224669_at	SYS1
203999_at	SYT1
209198_s_at	SYT11
215860_at	SYT12
226086_at	SYT13
1553654_at	SYT14
1560879_a_at	SYT15
1554797_at	SYT16
205613_at	SYT17
214903_at	SYT2
223901_at	SYT3
223529_at	SYT4
206162_x_at	SYT5
244227_at	SYT6
1559956_at	SYT7
232802_at	SYT8
1555053_at	SYT9
227134_at	SYTL1
225496_s_at	SYTL2
238423_at	SYTL3
227703_s_at	SYTL4
242093_at	SYTL5
225090_at	SYVN1
212003_at	SZRD1
215364_s_at	SZT2
206524_at	T
1553930_at	TAAR1
221394_at	TAAR2
221393_at	TAAR3
221459_at	TAAR5
1553552_at	TAAR8
1553066_at	TAAR9
203901_at	TAB1
212184_s_at	TAB2
227357_at	TAB3
206552_s_at	TAC1
219992_at	TAC3
217433_at	TACC1
202289_s_at	TACC2
218308_at	TACC3
221069_s_at	TACO1
208049_s_at	TACR1
214348_at	TACR2
208183_at	TACR3
202286_s_at	TACSTD2
225455_at	TADA1
210537_s_at	TADA2A
226240_at	TADA2B
215273_s_at	TADA3
227205_at	TAF1
235906_at	TAF10
1558136_s_at	TAF11
209463_s_at	TAF12
205966_at	TAF13
227891_s_at	TAF15
206613_s_at	TAF1A
216941_s_at	TAF1B
203938_s_at	TAF1C
218750_at	TAF1D
1553011_at	TAF1L
1554721_a_at	TAF2
235119_at	TAF3
216226_at	TAF4B
210053_at	TAF5
1554415_at	TAF5L
203572_s_at	TAF6
213961_s_at	TAF6L
201023_at	TAF7
220325_at	TAF7L
229412_at	TAF8
202168_at	TAF9
226037_s_at	TAF9B
229723_at	TAGAP
205547_s_at	TAGLN
210978_s_at	TAGLN2
204743_at	TAGLN3
216925_s_at	TAL1
231759_at	TAL2
201463_s_at	TALDO1
231958_at	TAMM41
225308_s_at	TANC1
208425_s_at	TANC2
235396_at	TANGO2
226467_at	TANGO6
243376_at	TANK
224769_at	TAOK1
204877_s_at	TAOK2
221508_at	TAOK3
202307_s_at	TAP1
208428_at	TAP2
208829_at	TAPBP
218746_at	TAPBPL
1555852_at	TAPSAR1
238798_at	TAPT1
1553145_at	TAPT1-AS1
202813_at	TARBP1
203677_s_at	TARBP2
200020_at	TARDBP
216298_at	TARP
240206_at	TARS
221189_s_at	TARS2
227611_at	TARSL2
1555417_a_at	TAS1R1
1553529_at	TAS1R2
221324_at	TAS2R1
221397_at	TAS2R10
221395_at	TAS2R13
236637_at	TAS2R14
221444_at	TAS2R16
1570384_at	TAS2R19
221456_at	TAS2R3
1553555_at	TAS2R38
1553553_at	TAS2R39
221392_at	TAS2R4
1553556_at	TAS2R40
1553558_at	TAS2R41
234108_at	TAS2R45
231757_at	TAS2R5
1553561_at	TAS2R50
221396_at	TAS2R7
221398_at	TAS2R8
221461_at	TAS2R9
233719_s_at	TASP1
214413_at	TAT
223231_at	TATDN1
203648_at	TATDN2
228867_at	TATDN3
200976_s_at	TAX1BP1
37278_at	TAZ
1552887_at	TBATA
212350_at	TBC1D1
226133_s_at	TBC1D10A
220947_s_at	TBC1D10B
228258_at	TBC1D10C
1557609_s_at	TBC1D12
218596_at	TBC1D13
224622_at	TBC1D14
230072_at	TBC1D15
1554701_a_at	TBC1D16
218466_at	TBC1D17
220260_at	TBC1D19
222173_s_at	TBC1D2
226409_at	TBC1D20
231475_at	TBC1D21
210144_at	TBC1D22A
233430_at	TBC1D22B
225121_at	TBC1D23
227908_at	TBC1D24
226173_at	TBC1D25
1569751_at	TBC1D26
233483_at	TBC1D27
233462_at	TBC1D28
208008_at	TBC1D29
212796_s_at	TBC1D2B
215186_at	TBC1D30
214061_at	TBC1D31
232038_at	TBC1D32
203387_s_at	TBC1D4
201813_s_at	TBC1D5
223461_at	TBC1D7
204526_s_at	TBC1D8
219771_at	TBC1D8B
212956_at	TBC1D9
212052_s_at	TBC1D9B
203667_at	TBCA
216194_s_at	TBCB
202495_at	TBCC
206451_at	TBCCD1
201759_at	TBCD
203714_s_at	TBCE
231997_at	TBCEL
226126_at	TBCK
218520_at	TBK1
205424_at	TBKBP1
201867_s_at	TBL1X
222633_at	TBL1XR1
211462_s_at	TBL1Y
212685_s_at	TBL2
209820_s_at	TBL3
203135_at	TBP
208398_s_at	TBPL1
220025_at	TBR1
242701_at	TBRG1
220961_s_at	TBRG4
236926_at	TBX1
207689_at	TBX10
230438_at	TBX15
1559840_s_at	TBX18
206838_at	TBX19
40560_at	TBX2
1564945_at	TBX20
220684_at	TBX21
224017_at	TBX22
229576_s_at	TBX3
220634_at	TBX4
1563018_at	TBX5
239919_at	TBX5-AS1
215122_at	TBX6
207554_x_at	TBXA2R
236345_at	TBXAS1
244272_s_at	TC2N
1555906_s_at	TCAIM
233320_at	TCAM1P
205766_at	TCAP
216241_s_at	TCEA1
203919_at	TCEA2
226388_at	TCEA3
204045_at	TCEAL1
211276_at	TCEAL2
227279_at	TCEAL3
202371_at	TCEAL4
227705_at	TCEAL7
224819_at	TCEAL8
1553815_a_at	TCEANC
238737_at	TCEANC2
202824_s_at	TCEB1
213877_x_at	TCEB2
213604_at	TCEB3
220844_at	TCEB3B
202396_at	TCERG1
231257_at	TCERG1L
215611_at	TCF12
207306_at	TCF15
223274_at	TCF19
212931_at	TCF20
229529_at	TCF21
242522_at	TCF24
221495_s_at	TCF25
209151_x_at	TCF3
228837_at	TCF4
205255_x_at	TCF7
221016_s_at	TCF7L1
212759_s_at	TCF7L2
235694_at	TCFL5
213780_at	TCHH
223456_s_at	TCHP
204158_s_at	TCIRG1
39318_at	TCL1A
206413_s_at	TCL1B
207894_s_at	TCL6
205513_at	TCN1
204043_at	TCN2
202384_s_at	TCOF1
207503_at	TCP10
230394_at	TCP10L
220378_at	TCP11
205797_s_at	TCP11L1
1569207_s_at	TCP11L2
203054_s_at	TCTA
237280_at	TCTE1
232258_at	TCTE3
1553635_s_at	TCTEX1D1
228606_at	TCTEX1D2
218584_at	TCTN1
239928_at	TCTN2
212121_at	TCTN3
203743_s_at	TDG
1555151_s_at	TDH
205943_at	TDO2
219715_s_at	TDP1
202266_at	TDP2
221018_s_at	TDRD1
231371_at	TDRD10
215356_at	TDRD12
214028_x_at	TDRD3
231104_at	TDRD5
232692_at	TDRD6
213361_at	TDRD7
228285_at	TDRD9
230236_at	TDRG1
221052_at	TDRKH
230903_s_at	TDRP
224955_at	TEAD1
238323_at	TEAD2
209454_s_at	TEAD3
41037_at	TEAD4
206301_at	TEC
227580_s_at	TECPR1
204308_s_at	TECPR2
1569392_at	TECR
241961_at	TECRL
221296_at	TECTA
1553656_at	TECTB
1552940_at	TEDDM1
225840_at	TEF
219146_at	TEFM
206702_at	TEK
239216_at	TEKT1
210323_at	TEKT2
223867_at	TEKT3
1553488_at	TEKT5
34260_at	TELO2
212494_at	TENC1
1553007_a_at	TENM1
231867_at	TENM2
219523_s_at	TENM3
213273_at	TENM4
205727_at	TEP1
240119_at	TEPP
203448_s_at	TERF1
229790_at	TERF2
201174_s_at	TERF2IP
1555271_a_at	TERT
202720_at	TES
240553_at	TESC
204106_at	TESK1
205486_at	TESK2
219724_s_at	TESPA1
228906_at	TET1
227624_at	TET2
235542_at	TET3
218104_at	TEX10
223906_s_at	TEX101
233514_x_at	TEX11
221438_s_at	TEX12
236848_s_at	TEX13A
221034_s_at	TEX13B
221035_s_at	TEX14
221448_s_at	TEX15
241367_at	TEX19
218099_at	TEX2
1558581_at	TEX22
243884_at	TEX26
1562631_at	TEX26-AS1
212083_at	TEX261
218548_x_at	TEX264
207364_at	TEX28
236853_at	TEX29
213346_at	TEX30
231617_at	TEX33
223938_at	TEX35
244789_at	TEX36
1556133_s_at	TEX36-AS1
241430_at	TEX37
230969_at	TEX38
237428_at	TEX43
243198_at	TEX9
220109_at	TF
208541_x_at	TFAM
204653_at	TFAP2A
1560503_a_at	TFAP2A-AS1
215686_x_at	TFAP2B
205287_s_at	TFAP2C
233987_at	TFAP2D
1555348_at	TFAP2E
205688_at	TFAP4
228075_x_at	TFB1M
218605_at	TFB2M
209338_at	TFCP2
227642_at	TFCP2L1
242939_at	TFDP1
244043_at	TFDP2
207385_at	TFDP3
206649_s_at	TFE3
50221_at	TFEB
232383_at	TFEC
205009_at	TFF1
214476_at	TFF2
204623_at	TFF3
239385_at	TFG
202751_at	TFIP11
210664_s_at	TFPI
209278_s_at	TFPI2
218996_at	TFPT
210215_at	TFR2
237215_s_at	TFRC
203673_at	TG
208249_s_at	TGDS
205016_at	TGFA
203085_s_at	TGFB1
209651_at	TGFB1I1
209909_s_at	TGFB2
1555540_at	TGFB3
201506_at	TGFBI
206943_at	TGFBR1
208944_at	TGFBR2
226625_at	TGFBR3
221235_s_at	TGFBRAP1
